web_url,funcionario,foto_img,cargo_generico,cargo_ocupado,ministerio,foto_url
http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-gestion-administrativa-ministerio-de-educacion/,Rodolfo Nicolás Carvajal,"[{'checksum': '6488e21864dd9283c015778cb43489ee', 'path': 'full/6f9e748ba1264c619da198e8ac648168190bafd9.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Nicol%C3%A1s-Carvajal.jpg'}]",Secretaría de Gestión Administrativa ,Secretario de Gestión Administrativa,Ministro de Educación,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Nicolás-Carvajal.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-gestion-administrativa-ministerio-de-educacion/direccion-de-recursos-humanos-3/,Virginia Monassa,"[{'checksum': '9cea0405c5304e9f2026d1884084ccf8', 'path': 'full/fa911025f78e6e5f074646006462f6146e5f25b0.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2017/08/Virginia-Monassa.png'}]",Dirección de Recursos Humanos,Directora de Recursos Humanos,Ministro de Educación,http://www.cba.gov.ar/wp-content/4p96humuzp/2017/08/Virginia-Monassa.png
http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-relaciones-institucionales-ministerio-de-educacion/,Carlos Alberto Sanchez,"[{'checksum': 'bd6fd35111153ef408eabe242fda0bb2', 'path': 'full/84e7ae270589ee24c8b9f7e2a0f01eb99d328188.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Carlos_alberto_Sanchez.jpg'}]",Secretaría de Relaciones Institucionales,Secretario de Relaciones Institucionales,Ministro de Educación,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Carlos_alberto_Sanchez.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-educacion/secretaria-de-relaciones-institucionales-ministerio-de-educacion/direccion-general-de-programas-especiales-ministerio-de-educacion/,Carlos Pedetta,"[{'checksum': '41dd4b7fcad6288235e3ef20bf23f20c', 'path': 'full/a9e9d823bf47e5c97371391a94cc7682dd791900.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Carlos-Pedetta1.jpg'}]",Dirección General de Programas Especiales,Director General de Programas Especiales,Ministro de Educación,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Carlos-Pedetta1.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-educacion/direccion-general-de-infraestructura-escolar/,Carlos Ricardo Giovannoni,"[{'checksum': '6fb3c4d602a99598182f5196aba668db', 'path': 'full/028e1864fa76b06782b4f9a70d723ff232969a8c.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Carlos-Giovannoni.jpg'}]",Dirección General de Infraestructura Escolar,Director General de Infraestructura Escolar,Ministro de Educación,http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Carlos-Giovannoni.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-educacion/direccion-de-jurisdiccion-de-coordinacion-de-asuntos-legales/,Alfredo Oscar Colazo,"[{'checksum': '3019a518d297babd105259b8b13dfb7a', 'path': 'full/0a7cefb03785afbe9026dc5cff8d87d9d5f23778.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/12/Alfredo-Colasso.jpg'}]",Dirección General de Asuntos Legales ,Director General de Asuntos Legales ,Ministro de Educación,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/12/Alfredo-Colasso.jpg
http://www.cba.gov.ar/reparticion/secretaria-privada-del-poder-ejecutivo/direccion-general-de-ceremonial-y-audiencias/,,,Dirección General de Ceremonial y Audiencias,Director General de Ceremonial y Audiencias,Secretaria ,
http://www.cba.gov.ar/reparticion/secretaria-privada-del-poder-ejecutivo/direccion-general-de-coordinacion-y-recursos-humano/,Julieta Aquino,,Dirección General de Coordinación y Recursos Humano,Directora General de Coordinación y Recursos Humano,Secretaria ,
http://www.cba.gov.ar/reparticion/ministerio-de-salud/secretaria-de-salud-mental/,Néstor Emilio Filipponi,,Secretaría de Salud Mental,Secretario de Salud Mental,Ministro de Salud,
http://www.cba.gov.ar/reparticion/ministerio-de-salud/secretaria-de-salud-mental/direccion-general-de-gestion-sanitaria/,María Pía Guidetti,,Dirección General de Gestión Sanitaria,Directora General de Gestión Sanitaria,Ministro de Salud,
http://www.cba.gov.ar/reparticion/ministerio-de-salud/secretaria-de-servicios-asistenciales-2/,Diego Cardozo,,Secretaría de Servicios Asistenciales,Secretario de Servicios Asistenciales,Ministro de Salud,
http://www.cba.gov.ar/reparticion/ministerio-de-salud/secretaria-de-servicios-asistenciales-2/subsecretaria-de-coordinacion-de-atencion-medica-calidad-hospitalaria-y-seguridad-del-paciente/,Héctor Ricardo Máisuls,,"Subsecretaría de Coordinación de Atención Médica, Calidad Hospitalaria y Seguridad del Paciente","Subsecretario de Coordinación de Atención Médica, Calidad Hospitalaria y Seguridad del Paciente",Ministro de Salud,
http://www.cba.gov.ar/reparticion/ministerio-de-salud/subsecretaria-de-fiscalizacion-y-atencion-medica/,Eduardo Ariel Carrizo,,Subsecretaría de Fiscalización y Control de Atención Médica,Subsecretario de Fiscalización y Control de Atención Médica,Ministro de Salud,
http://www.cba.gov.ar/reparticion/ministerio-de-salud/subsecretaria-de-fiscalizacion-y-atencion-medica/direccion-general-legal-y-tecnica/,José Andrés Ahun Frau,,Dirección General Legal y Técnica,Director General Legal y Técnico,Ministro de Salud,
http://www.cba.gov.ar/reparticion/ministerio-de-salud/secretaria-de-prevencion-y-promocion-de-la-salud/,Analía Cudolá,,Secretaría de Prevención y Promoción de la Salud,Secretaria de Prevención y Promoción de la Salud,Ministro de Salud,
http://www.cba.gov.ar/reparticion/ministerio-de-salud/secretaria-de-prevencion-y-promocion-de-la-salud/subsecretaria-de-coordinacion-de-programas/,Diego Alonso,,Subsecretaría de Coordinación de Programas,Subsecretario de Coordinación de Programas,Ministro de Salud,
http://www.cba.gov.ar/reparticion/ministerio-de-salud/secretaria-de-prevencion-y-promocion-de-la-salud/direccion-general-de-enfermedades-cronicas-no-transmisibles/,Leonardo Luís Mongi,,Dirección General de Enfermedades Crónicas no Transmisibles,Director General de Enfermedades Crónicas no Transmisibles,Ministro de Salud,
http://www.cba.gov.ar/reparticion/ministerio-de-salud/secretaria-de-coordinacion-y-gestion-administrativa-2/,Alejandro Gauto,,Secretaría de Coordinación y Gestión Administrativa,Secretaria de Coordinación y Gestión Administrativa,Ministro de Salud,
http://www.cba.gov.ar/reparticion/ministerio-de-salud/secretaria-de-coordinacion-y-gestion-administrativa-2/subsecretaria-contable-y-presupuestario/,Alejandro Soliani,,Subsecretaría Contable y Presupuestario,Subsecretario Contable y Presupuestario,Ministro de Salud,
http://www.cba.gov.ar/reparticion/ministerio-de-salud/secretaria-de-coordinacion-y-gestion-administrativa-2/subsecretaria-de-coordinacion-de-programas-sociales-y-administracion-hospitalaria/,Roque Alberto Villalón,,Subsecretaría de Coordinación de Programas Sociales y Administración Hospitalaria,Subsecretario de Coordinación de Programas Sociales y Administración Hospitalaria,Ministro de Salud,
http://www.cba.gov.ar/reparticion/ministerio-de-salud/secretaria-de-coordinacion-y-gestion-administrativa-2/subsecretaria-de-coordinacion-de-programas-sociales-y-administracion-hospitalaria/direccion-general-de-accion-social/,Norberto Emilio Martínez,,Dirección General de Acción Social,Director General de Acción Social,Ministro de Salud,
http://www.cba.gov.ar/reparticion/ministerio-de-salud/secretaria-de-coordinacion-y-gestion-administrativa-2/dir-gral-compras-y-suministros/,José María Cittadini,,Dirección General Compras y Contrataciones,Director General de Compras y Contrataciones,Ministro de Salud,
http://www.cba.gov.ar/reparticion/ministerio-de-salud/secretaria-de-coordinacion-y-gestion-administrativa-2/direccion-general-de-infraestructura/,Adrián  Danieli,,Dirección General de Infraestructura,Director General de Infraestructura,Ministro de Salud,
http://www.cba.gov.ar/reparticion/ministerio-de-salud/secretaria-de-prevencion-y-asistencia-de-las-adicciones/subsecretaria-de-prevencion-de-adicciones/,Pablo Bonino,,Subsecretaría de Prevención de Adicciones,Subsecretario de Prevención de Adicciones ,Ministro de Salud,
http://www.cba.gov.ar/reparticion/ministerio-de-salud/dir-gral-de-escuela-de-formacion-de-especialistas/,Sergio Victorio Metrebian,,Dirección General de Capacitación y Formación en Salud,Director General de Capacitación y Formación en Salud,Ministro de Salud,
http://www.cba.gov.ar/reparticion/ministerio-de-salud/subsecretaria-de-discapacidad-rehabilitacion-e-inclusion/,María Teresa Puga Marín,"[{'checksum': '7a33d7a8880cfdbd120c702d04ca5d35', 'path': 'full/5c3c29688bb354ee951db9bd0de085cba80d889b.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Maria-Teresa-Puga.png'}]","Subsecretaría de Discapacidad, Rehabilitación e Inclusión","Subsecretaria de Discapacidad, Rehabilitación e Inclusión",Ministro de Salud,http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Maria-Teresa-Puga.png
http://www.cba.gov.ar/reparticion/ministerio-de-salud/secretaria-de-prevencion-y-asistencia-de-las-adicciones/,Darío Gigena Parker ,"[{'checksum': '9756542a30b38737e4a9a1efe3057813', 'path': 'full/d2c0050bc22ab1e287baeacc2b9f2fcfd24beb86.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Dario-Gigena-Parker.png'}]",Secretaría de Prevención y Asistencia de las Adicciones,Secretario de Prevención y Asistencia de las Adicciones,Ministro de Salud,http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Dario-Gigena-Parker.png
http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-justicia-y-derechos-humanos/direccion-general-registro-civil-y-capacidad-de-las-personas-ministerio-de-justicia-y-derechos-humanos/,,,Dirección General Registro Civil y Capacidad de las Personas ,Directora General Registro Civil y Capacidad de las Personas,Ministro de Justicia y Derechos Humanos,
http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-justicia-y-derechos-humanos/directorio-unidad-ejecutora-para-el-saneamiento-de-titulos-ministerio-de-justicia-y-derechos-humanos/,Darío Conrado Luna,,Unidad Ejecutora para el Saneamiento de Títulos ,Presidente Unidad Ejecutora para el Saneamiento de Títulos,Ministro de Justicia y Derechos Humanos,
http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-derechos-humanos/subsecretaria-de-derechos-humanos-ministerio-de-justicia-y-derechos-humanos/,Graciela Ayame,,Subsecretaría de Derechos Humanos,Subsecretaria de Derechos Humanos,Ministro de Justicia y Derechos Humanos,
http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-derechos-humanos/direccion-general-de-capacitacion-y-difusion-de-los-derechos-humanos-en-la-comunidad/,Cristian Scheurer,,Dirección General de Capacitación y Difusión de los Derechos Humanos en la Comunidad,Director General de Capacitación y Difusión de los Derechos Humanos en la Comunidad,Ministro de Justicia y Derechos Humanos,
http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-ninez-adolescencia-y-familia/subsecretaria-de-ninez-adolescencia-y-familia/,Antonio Franco,,"Subsecretaría de Niñez, Adolescencia y Familia","Subsecretario de Niñez, Adolescencia y Familia",Ministro de Justicia y Derechos Humanos,
http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-ninez-adolescencia-y-familia/direccion-de-coordinacion-operativa-de-areas-de-proteccion-integral-de-derechos/,,,Dirección de Coordinación Operativa y Capacitación,,Ministro de Justicia y Derechos Humanos,
http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-justicia-y-derechos-humanos/,Laura Matilde Echenique,"[{'checksum': 'f126b8918881c3e33c0e313af3abd960', 'path': 'full/b3dce68ffa5641abeaa9269b79451bac3225a652.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/laura-echenique.jpg'}]",Secretaría de Justicia,Secretaria de Justicia,Ministro de Justicia y Derechos Humanos,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/laura-echenique.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-organizacion-y-gestion-penitenciaria/direccion-general-de-capacitacion-profesional-penitenciaria/,Sandra Liz Chiavaro,,Dirección General de Capacitación Profesional Penitenciaria,Directora General de Capacitación Profesional Penitenciaria,Ministro de Justicia y Derechos Humanos,
http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-organizacion-y-gestion-penitenciaria/direccion-de-trabajo-produccion-y-comercializacion-penitenciaria-del-servicio-penitenciario-de-cordoba/,Juan E. Gelos,,"Dirección de Trabajo, Producción y Comercialización Penitenciaria del Servicio Penitenciario de Córdoba","Director de Trabajo, Producción y Comercialización Penitenciaria del Servicio Penitenciario de Córdoba",Ministro de Justicia y Derechos Humanos,
http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-organizacion-y-gestion-penitenciaria/direccion-del-patronato-del-liberado/,,,Dirección del Patronato del Liberado,,Ministro de Justicia y Derechos Humanos,
http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-derechos-humanos/,Raúl Hernando Sánchez,"[{'checksum': 'a43ca87a662aae43b14331bb103b6724', 'path': 'full/ad95921d1c3da5ed5f98edd3bd82f3a2b4963599.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/raulSANCHEZ200X150.jpg'}]",Secretaría de Derechos Humanos,Secretario de Derechos Humanos,Ministro de Justicia y Derechos Humanos,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/raulSANCHEZ200X150.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-lucha-contra-la-violencia-a-la-mujer-y-trata-de-personas/,Claudia Roxana Martínez,"[{'checksum': '126102e1c9e56ed586cb4b3e8339fd8b', 'path': 'full/e6c8bf1fb2ed3509a2a96d6ea0c4f1f017a70c4c.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Claudia-Roxana-Martinez.jpg'}]",Secretaría de Lucha contra la Violencia a la Mujer y Trata de Personas,Secretaria de Lucha contra la Violencia a la Mujer y Trata de Personas,Ministro de Justicia y Derechos Humanos,http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Claudia-Roxana-Martinez.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-lucha-contra-la-violencia-a-la-mujer-y-trata-de-personas/subsecretaria-de-asistencia-y-trata-de-personas/,Cintia Daniela Hayipanteli,"[{'checksum': '057e89c4a5138be319934eaf3ba03157', 'path': 'full/441b38ec32b8c5b693a637f99b8f42bca44be8b3.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2016/03/hayipantelli.png'}]",Subsecretaría de Asistencia y Trata de Personas,Subsecretaria de Asistencia y Trata de Personas,Ministro de Justicia y Derechos Humanos,http://www.cba.gov.ar/wp-content/4p96humuzp/2016/03/hayipantelli.png
http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-lucha-contra-la-violencia-a-la-mujer-y-trata-de-personas/subsecretaria-de-lucha-contra-la-violencia-de-genero-y-familia/,Emma Lucía García,"[{'checksum': 'd924847c1d38ffbd366a43eb045fdfe7', 'path': 'full/41600edd24bde689c4c483ae098240959304123d.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2016/02/Emma-Lucia-Garcia.jpg'}]",Subsecretaría de Lucha Contra la Violencia de Género y Familia,Subsecretaria de Lucha Contra la Violencia de Género y Familia,Ministro de Justicia y Derechos Humanos,http://www.cba.gov.ar/wp-content/4p96humuzp/2016/02/Emma-Lucia-Garcia.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-organizacion-y-gestion-penitenciaria/direccion-de-administracion-del-servicio-penitenciari/,María Inés Cabanillas,,Dirección de Administración del Servicio Penitenciario,Directora de Administración del Servicio Penitenciario,Ministro de Justicia y Derechos Humanos,
http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-organizacion-y-gestion-penitenciaria/direccion-de-asuntos-juridicos-del-servicio-penitenciario-de-cordoba/,Rosa E. Alaimo,,Dirección de Asuntos Jurídicos del Servicio Penitenciario de Córdoba,Directora de Asuntos Jurídicos del Servicio Penitenciario de Córdoba,Ministro de Justicia y Derechos Humanos,
http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-ninez-adolescencia-y-familia/,José Ricardo Piñero,"[{'checksum': '4cfd28ffe45c81ae1cfe29ee3ed24110', 'path': 'full/c600ce6f2995ab743aca6e0c666adac75ee120de.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Pi%C3%B1ero1.jpg'}]","Secretaría de Niñez, Adolescencia y Familia","Secretario de Niñez, Adolescencia y Familia",Ministro de Justicia y Derechos Humanos,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Piñero1.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-organizacion-y-gestion-penitenciaria/direccion-de-politicas-penitenciarias/,,,Dirección de Políticas Penitenciarias,Director de Políticas Penitenciarias,Ministro de Justicia y Derechos Humanos,
http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-ninez-adolescencia-y-familia/direccion-general-penal-juvenil/,Pablo Rivarola,"[{'checksum': 'be3ef93b09b84d5ec5a8c2a8fb585062', 'path': 'full/f8dd4091c8afdad1bdf0dae552bb7b29c6094569.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Pablo-Rivarola.jpg'}]",Dirección General Penal Juvenil,Director General Penal Juvenil,Ministro de Justicia y Derechos Humanos,http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Pablo-Rivarola.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/direccion-general-de-asuntos-legales/,Nicolás Ramón Pagnucco,,Dirección General de Asuntos Legales,Director General de Asuntos Legales,Ministro de Justicia y Derechos Humanos,
http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-organizacion-y-gestion-penitenciaria/,Juan Martín Farfán,"[{'checksum': '74be3b4fd8d9f9a14ae645ad54df859a', 'path': 'full/eabde8daba82895ab7704b979cbc044d0bd349d9.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Mart%C3%ADn-Farfan.jpg'}]",Secretaría de Organización y Gestión Penitenciaria ,Secretario de Organización y Gestión Penitenciaria,Ministro de Justicia y Derechos Humanos,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Martín-Farfan.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-justicia-y-derechos-humanos/secretaria-de-organizacion-y-gestion-penitenciaria/servicio-penitenciario-de-cordoba/,Juan María Bouvier,"[{'checksum': '487df3c98294223940ed2b5f0aa30efb', 'path': 'full/feb31c4c8ec53a76a97300fe9bb6af755ea13965.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2013/02/Juan-Mar%C3%ADa-Bouvier-Serv-Pnitenciario-Provincial.jpg'}]",Servicio Penitenciario de Córdoba,Titular,Ministro de Justicia y Derechos Humanos,http://www.cba.gov.ar/wp-content/4p96humuzp/2013/02/Juan-María-Bouvier-Serv-Pnitenciario-Provincial.jpg
http://www.cba.gov.ar/reparticion/agencia-cordoba-innovar-y-emprender/direccion-ejecutiva/,José Rodríguez Ponce,"[{'checksum': '5787627bb7d76852541d63e9791def6c', 'path': 'full/c0901e9c6839df894fbf361ef9afb95f068a799c.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2017/04/Jose-Rodriguez1.png'}]",Dirección Ejecutiva,Director ejecutivo,Presidente de la Agencia Córdoba Innovar y Emprender,http://www.cba.gov.ar/wp-content/4p96humuzp/2017/04/Jose-Rodriguez1.png
http://www.cba.gov.ar/reparticion/agencia-cordoba-innovar-y-emprender/direccion-de-innovacion/,Nicolás Piloni,"[{'checksum': '6663490d96e6f48c73ad24308c1d66ee', 'path': 'full/6497b55b54679b006c23ae955ceb750a6ceb5595.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2017/04/Nicolas-Piloni-color.png'}]", Dirección de Innovación, Director de Innovación,Presidente de la Agencia Córdoba Innovar y Emprender,http://www.cba.gov.ar/wp-content/4p96humuzp/2017/04/Nicolas-Piloni-color.png
http://www.cba.gov.ar/reparticion/agencia-cordoba-innovar-y-emprender/direccion-rio-cuarto/,Patricio Bavera,"[{'checksum': 'c4fae475b87b054dc65a64989aef4a2c', 'path': 'full/5f04aeb3990eb03f1026ea9bcc2b141b2edf8651.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2017/04/Patricio-Bavera1.png'}]",Dirección Río Cuarto,Director Río Cuarto,Presidente de la Agencia Córdoba Innovar y Emprender,http://www.cba.gov.ar/wp-content/4p96humuzp/2017/04/Patricio-Bavera1.png
http://www.cba.gov.ar/reparticion/ministerio-de-inversion-y-financiamiento/agencia-cordoba-inversiones-y-financiamiento-sem/,Marcelo Botta,"[{'checksum': '3a4474c59815aa95bf0fac5c16c7c9d0', 'path': 'full/98ddf90dbd564866c0874dca40f3aa13ffc58b18.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2014/07/botta.jpg'}]",Presidente,Presidente,Presidente,http://www.cba.gov.ar/wp-content/4p96humuzp/2014/07/botta.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-obras-pubicas-y-financiamiento/secretaria-de-vivienda/,,,Subsecretaría de Vivienda,Subsecretario de Vivienda,Ministro de Obras Públicas y Financiamiento,
http://www.cba.gov.ar/reparticion/ministerio-de-obras-pubicas-y-financiamiento/secretaria-de-vivienda/dir-gral-de-vivienda/,Facundo Chacón,,Dirección General de Vivienda,Dirección General de Vivienda,Ministro de Obras Públicas y Financiamiento,
http://www.cba.gov.ar/reparticion/ministerio-de-obras-pubicas-y-financiamiento/secretaria-de-arquitectura/dir-gral-de-obras/,Jose Maiocco,,Dirección General de Obras,Director General de Obras,Ministro de Obras Públicas y Financiamiento,
http://www.cba.gov.ar/reparticion/ministerio-de-obras-pubicas-y-financiamiento/secretaria-de-arquitectura/dir-gral-de-arquitectura/,Jose Luis Ferrero,,Dirección General de Proyectos,Director General de Proyectos,Ministro de Obras Públicas y Financiamiento,
http://www.cba.gov.ar/reparticion/ministerio-de-obras-pubicas-y-financiamiento/subsecretaria-de-administracion/dir-gral-de-administracion/,María Soledad Usín,,Dirección General de Administración,Directora General de Administración,Ministro de Obras Públicas y Financiamiento,
http://www.cba.gov.ar/reparticion/ministerio-de-obras-pubicas-y-financiamiento/secretaria-de-financiamiento/,Roque Martín Spidalieri,"[{'checksum': '4986d544e2448e327ed17890fa907100', 'path': 'full/1fd6654d6fae8971215922ea11691b19d801fc9d.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/roque-spedallieri.png'}]",Secretaría de Financiamiento,Secretario de Financiamiento,Ministro de Obras Públicas y Financiamiento,http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/roque-spedallieri.png
http://www.cba.gov.ar/reparticion/ministerio-de-obras-pubicas-y-financiamiento/secretaria-de-arquitectura/,Daniel Eduardo Rey,"[{'checksum': '583ef57e75fb2257d59344bdc3e2a572', 'path': 'full/075ecbddaa464b8235d348feb8a7c3b8cc9d4849.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Daniel-Eduardo-Rey-Secret.jpg'}]",Secretaría de Arquitectura,Secretario de Arquitectura,Ministro de Obras Públicas y Financiamiento,http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Daniel-Eduardo-Rey-Secret.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-obras-pubicas-y-financiamiento/subsecretaria-de-administracion/,Omar Clemente Soldano,"[{'checksum': 'b041b34afbfea1da374302f9c3184254', 'path': 'full/2599867709775d9ab5d5cc21ffaee7bdd807ff66.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2016/03/Omar-Clemente-Soldano-Subsecretario-de-Administracion1.jpg'}]",Subsecretaría de Administración,Subsecretario de Administración,Ministro de Obras Públicas y Financiamiento,http://www.cba.gov.ar/wp-content/4p96humuzp/2016/03/Omar-Clemente-Soldano-Subsecretario-de-Administracion1.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-obras-pubicas-y-financiamiento/dir-provincial-de-vialidad/, Osvaldo Rubén Vottero,"[{'checksum': '93f34c5835c4893f6c8859931fec1e73', 'path': 'full/68cd989328555eb9b038626d3ad059ec58009475.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Osvaldo-Ruben-Vottero-Presidente-Vialidad-Provincial1.jpg'}]",Dirección Provincial de Vialidad,Presidente de la Dirección Provincial de Vialidad,Ministro de Obras Públicas y Financiamiento,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Osvaldo-Ruben-Vottero-Presidente-Vialidad-Provincial1.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-obras-pubicas-y-financiamiento/dir-gral-de-coordinacion-de-obras-publicas/,Leandro Álvaro García,"[{'checksum': '0028725fcaa41b952f57c52f37b14f23', 'path': 'full/b909616dbfc22b964be4f205aa031a1b9d9057c3.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Leandro-%C3%81lvaro-Garc%C3%ADa-Director-General-de-Coordinaci%C3%B3n-de-Obras-P%C3%BAblicas1.jpg'}]",Dirección General de Coordinación de Obras Públicas,Director General de Coordinación de Obras Públicas,Ministro de Obras Públicas y Financiamiento,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Leandro-Álvaro-García-Director-General-de-Coordinación-de-Obras-Públicas1.jpg
http://www.cba.gov.ar/reparticion/ministerio-de-obras-pubicas-y-financiamiento/dir-general-de-asuntos-legales/, Liliana G. Padró,"[{'checksum': 'daa12dd42751f9f0f875210b71153e99', 'path': 'full/1d11d8e1eb8814c12d3e32a346ab790e50239207.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/doctora-padro1.jpg'}]",Dirección General de Asuntos Legales,Directora General de Asuntos Legales,Ministro de Obras Públicas y Financiamiento,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/doctora-padro1.jpg
http://www.cba.gov.ar/reparticion/agencia-pro-cordoba/,Jorge Marcotegui,"[{'checksum': 'afcf3cd69e32d7787144fee8f85dd964', 'path': 'full/5879b33432e2c5e7dd2a3bfdc6ff47ff8a87550c.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/08/marcotegui.jpg'}]",Presidente Agencia ProCórdoba,Presidente Agencia ProCórdoba,Presidente Agencia ProCórdoba,http://www.cba.gov.ar/wp-content/4p96humuzp/2012/08/marcotegui.jpg
http://www.cba.gov.ar/reparticion/secretaria-de-planeamiento-y-modernizacion/,Alejandra Torres,"[{'checksum': '6992497050ac3dc1c3a5e6f0a5cfe4f8', 'path': 'full/de07c1efe26e28b0a66839574d56551635e20db7.jpg', 'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2016/09/alejandra-torres.jpg'}]",Secretaria de Planeamiento y Modernización,Secretaria de Planeamiento y Modernización,Secretaria de Planeamiento y Modernización,http://www.cba.gov.ar/wp-content/4p96humuzp/2016/09/alejandra-torres.jpg
