cargo_generico,cargo_ocupado,foto_img,foto_url,funcionario,ministerio,web_url
Dirección General de Transporte de Pasajeros,Director General de Transporte de Pasajeros,,,Marcelo Mansilla,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-transporte/direccion-general-de-transporte-boleto-educativo/
Dirección General de Administración,Director General de Administración,,,Emiliano Willatowski,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-transporte/direccion-general-de-administracion/
Dirección General de Irrigación,Director General de Irrigación,,,,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-recursos-hidricos-y-coordinacion/direccion-general-de-irrigacion/
Dirección General de Recursos Hídricos,Director General de Recursos Hídricos,,,,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-recursos-hidricos-y-coordinacion/secretaria-de-desarrollo-energetico/
Secretaría de Desarrollo Energético,Secretario de Desarrollo Energético,,,Edgar Castelló (A Cargo),"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-desarrollo-energetico/
Dirección de Gestión Institucional,Director de Gestión Institucional,,,,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/instituto-de-planificacion-metropolitana-iplam/direccion-de-gestion-institucional/
Dirección de Planificación,Director de Planificación,,,,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/instituto-de-planificacion-metropolitana-iplam/direccion-de-planificacion/
Dirección General de Administración,Director General de Administración,,,Patricio Terrera Woodward,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/subsecretaria-de-control-y-administracion/dir-gral-administracion-min-agua-ambiente-y-energia/
Secretaría de Ambiente y Cambio Climático,Secretario de Ambiente y Cambio Climático,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/04/britch-j.png', 'path': 'full/e49ec5cb48346c4e1107856228380c4a0b446e60.jpg', 'checksum': 'c78b204b30af60da79756042a81b126d'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2015/04/britch-j.png,Javier Britch,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-ambiente-y-cambio-climatico/
Dirección General de Mitigación y Adaptación al Cambio Climático,Director General de Mitigación y Adaptación al Cambio Climático,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2016/02/AGUA-correg..jpg', 'path': 'full/cedb1f137fb89fe759246f1a6f374a92ec940ac6.jpg', 'checksum': '526912081aeef143e42b71de51566494'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2016/02/AGUA-correg..jpg,Román Cristian Pereyra,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-ambiente-y-cambio-climatico/direccion-general-de-mitigacion-y-adaptacion-al-cambio-climatico/
Secretaría de Servicios Públicos,Secretario de Servicios Públicos,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Alberto-Bresciano1.jpg', 'path': 'full/95222c210892f71a2b5c708a49363bd1ec8ac518.jpg', 'checksum': 'f13cb1ba61b154aed4c1279cbfde00d6'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Alberto-Bresciano1.jpg,Alberto Bresciano,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-servicios-publicos/
Secretaría de Transporte,Secretario de Transporte,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Gabriel-Bermudez.jpg', 'path': 'full/76d59a4a2c9f49e66855e59b3eefa5e32978d580.jpg', 'checksum': 'a4153875779707a44a383c40a004391c'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Gabriel-Bermudez.jpg,Gabriel Bermúdez,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-transporte/
Dirección General de Transporte de Cargas,Director General de Transporte de Cargas,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2014/02/carlos-alaye.jpg', 'path': 'full/4c6977b1352459a702d3a1c2e7cbd3508e81f07d.jpg', 'checksum': '4b5858998b5d91a776b34b2faee59be2'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2014/02/carlos-alaye.jpg,Carlos Alaye,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-transporte/direccion-general-de-operaciones/
Secretaría de Recursos Hídricos,Secretario de Recursos Hídricos,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Edgar-Castell%C3%B3.jpg', 'path': 'full/af808ae3772c01c3b06b823f383ac5c0c8f130ba.jpg', 'checksum': 'f2363bb18a1021200a82fe3a84e43549'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Edgar-Castelló.jpg,Edgar Castelló,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-recursos-hidricos-y-coordinacion/
Dirección General de Energías Renovables y Comunicación,Director General de Energías Renovables y Comunicación,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2014/02/sergio-mansur.jpg', 'path': 'full/06354ecd3352bb61845cb64f244310d7c5bb5c27.jpg', 'checksum': 'bc5d373d1cf36af5c66831394ae668c7'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2014/02/sergio-mansur.jpg,Sergio Luis Mansur,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-desarrollo-energetico/direccion-general-de-desarrollo-energetico/
"Dirección General de Planeamiento, Ejecución y Gerenciamiento de Obras","Director General de Planeamiento, Ejecución y Gerenciamiento de Obras","[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Bernardo-Heredia.png', 'path': 'full/c51cdf2467da1cd577e1718c6482ea576b0abb72.jpg', 'checksum': '9b49414e53e9b18cf8c692112c955e39'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Bernardo-Heredia.png,Bernardo Bartolomé Heredia,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-desarrollo-energetico/dir-gral-de-infraestructura-y-combustible/
Dirección General de Infraestructura,Director General de Infraestructra,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2016/07/borelllo.png', 'path': 'full/57c583988de791201e55203fdc7ee29b2d64437b.jpg', 'checksum': '8f941b466213f3f8f53cc1ccb94b3bde'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2016/07/borelllo.png,Rubén Alberto Borello,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/secretaria-de-desarrollo-energetico/direccion-general-de-infraestructura/
Dirección de Policía Ambiental,Director de Policía Ambiental,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2016/03/Director-Adrian-Rinaudo1.png', 'path': 'full/5ae7a2fc6bc44b2b1e03c29aeb6e04cd9c65d395.jpg', 'checksum': '536c70e187cee5e0416819cee8269a16'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2016/03/Director-Adrian-Rinaudo1.png,Adrián Rinaudo,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/direccion-de-policia-ambiental/
Subdirección de Policía Ambiental,Subdirectora de Policía Ambiental,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2016/03/Subdirectora-Maria-Victoria-Muccillo1.png', 'path': 'full/2a24cfa42b529fdf9add545602dee006412b1e6a.jpg', 'checksum': '539e07b59ecf45fe75e656f43b13146d'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2016/03/Subdirectora-Maria-Victoria-Muccillo1.png,María Victoria Muccillo,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/direccion-de-policia-ambiental/subdireccion-de-policia-ambiental/
Instituto de Planificación Metropolitana (IPLAM),Coordinador del Instituto de Planificación Metropolitana,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/guillermo-iros.jpg', 'path': 'full/260e4c2dbc3088f27cec07108d80ce0c478f6c1d.jpg', 'checksum': '7667e0f1cca267f83a5230678117bb2d'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/guillermo-iros.jpg,Guillermo Mariano Iros,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/instituto-de-planificacion-metropolitana-iplam/
Dirección General de Asuntos Legales,Director General de Asuntos Legales,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Jos%C3%A9-Torno1.jpg', 'path': 'full/21c2f386852a31d11b80c34b7e3b9cd88d71f624.jpg', 'checksum': 'aec1f2afe132b1eda5262a177c5156e9'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/José-Torno1.jpg,José Ignacio Torno,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/dir-gral-de-asuntos-legales-ministerio-de-agua-ambiente-y-energia/
Subsecretaría de Control y Administración,Subsecretario de Control y Administración,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2016/02/Gabriel-Testagrossa.jpg', 'path': 'full/e3c1e3d4b0acdb3b1a4d997af6c674703e90ea70.jpg', 'checksum': '722da34e60f5b5e6ebc5959b6996f03d'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2016/02/Gabriel-Testagrossa.jpg,Gabriel Antonio Testagrossa,"Ministro de Agua, Ambiente y Servicios Públicos",http://www.cba.gov.ar/reparticion/ministerio-de-agua-ambiente-y-servicios-publicos-3/subsecretaria-de-control-y-administracion/
Dirección de Defensa del Consumidor y Lealtad Comercial,Director de Defensa del Consumidor y Lealtad Comercial,,,,"Ministro de Industria, Comercio y Minería",http://www.cba.gov.ar/reparticion/ministerio-de-industria-comercio-y-mineria/secretaria-de-comercio/direccion-de-defensa-del-consumidor-y-lealtad-comercial/
Subsecretaría de Administración y Asuntos Legales,Subsecretario de Administración y Asuntos Legales,,,Ramiro Oscar Herrera,"Ministro de Industria, Comercio y Minería",http://www.cba.gov.ar/reparticion/ministerio-de-industria-comercio-y-mineria/subsecretaria-de-administracion-y-asuntos-legales/
Secretaría de Industria,Secretario de Industria,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2014/02/secretario-de-industria-Pablo-De-Chiara.jpg', 'path': 'full/7e83ace19dbb2d731104830a19f96d5acdfbffcb.jpg', 'checksum': '4f213f8636e2b76756a6056efe6b4922'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2014/02/secretario-de-industria-Pablo-De-Chiara.jpg,Pablo Javier De Chiara,"Ministro de Industria, Comercio y Minería",http://www.cba.gov.ar/reparticion/ministerio-de-industria-comercio-y-mineria/secretaria-de-industria/
Dirección General de Control de la Industria Alimenticia,Director General de Control de la Industria Alimenticia,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Federico-Priotti.jpg', 'path': 'full/3b38c6a3210cdb08df6d93bda6a67c9ad89e3528.jpg', 'checksum': 'a1cee8e0ee0c969e0b265dbc9b23aaab'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Federico-Priotti.jpg,Federico Ezequiel Priotti,"Ministro de Industria, Comercio y Minería",http://www.cba.gov.ar/reparticion/ministerio-de-industria-comercio-y-mineria/secretaria-de-industria/direccion-general-de-control-de-la-industria-alimenticia/
Secretaría de Comercio,Secretario de Comercio,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2014/02/secretario-de-comercio-Victor-Lutri.jpg', 'path': 'full/dc43d2bb1db271d743a6bb333112709b36755b73.jpg', 'checksum': '164068b037ab022d22d91e5dd0a9d61d'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2014/02/secretario-de-comercio-Victor-Lutri.jpg,Víctor Roberto Lutri,"Ministro de Industria, Comercio y Minería",http://www.cba.gov.ar/reparticion/ministerio-de-industria-comercio-y-mineria/secretaria-de-comercio/
Secretaría de Minería,Secretario de Minería,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2014/02/Secretaria-de-Mineria-Aldo-Bonalumi.jpg', 'path': 'full/a9b7ad0ab8e0091bafa81053c37ca397a3af7a06.jpg', 'checksum': 'e7489fc98b80958023315debbdaaa675'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2014/02/Secretaria-de-Mineria-Aldo-Bonalumi.jpg,Aldo Antonio Bonalumi,"Ministro de Industria, Comercio y Minería",http://www.cba.gov.ar/reparticion/ministerio-de-industria-comercio-y-mineria/secretaria-de-mineria/
Secretaría de Promoción de Inversiones,Secretario de Promoción de Inversiones,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/hugo-bonansea.jpg', 'path': 'full/e5fc564a6c1ad5ad3682b176c64dd663d945b8d7.jpg', 'checksum': '35f9f5cd8fb8ead14d626e4281e9a982'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/hugo-bonansea.jpg,Hugo Bonansea,"Ministro de Industria, Comercio y Minería",http://www.cba.gov.ar/reparticion/ministerio-de-industria-comercio-y-mineria/secretaria-de-promocion-de-inversiones/
Subsecretaría de Pequeña y Mediana Empresa,Subsecretario de Pequeña y Mediana Empresa,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Tom%C3%A1s-Grunhaut.jpg', 'path': 'full/21c5ba7298cf89c797ef84b0a998c615bde0e2ef.jpg', 'checksum': '3f5de888a202bce3791f36ab9f0ea60f'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Tomás-Grunhaut.jpg,Tomás Agustín Grunhaut,"Ministro de Industria, Comercio y Minería",http://www.cba.gov.ar/reparticion/ministerio-de-industria-comercio-y-mineria/subsecretaria-de-pequena-y-mediana-empresa/
Subsecretaría de Cooperativas y Mutuales,Subsecretario de Cooperativas y Mutuales,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Abraham-Galo.jpg', 'path': 'full/84b348f8b213bced9e1b10cf42b3ed2e2e8c2f67.jpg', 'checksum': '0f88ac4fe3ec34360aef6e45f3d1b624'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Abraham-Galo.jpg,Abraham Galo,"Ministro de Industria, Comercio y Minería",http://www.cba.gov.ar/reparticion/ministerio-de-industria-comercio-y-mineria/subsecretaria-de-cooperativas-y-mutuales/
Secretaría de Seguridad,Secretario de Seguridad,,,Alfonso Mosquera,Ministro de Gobierno,http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/secretaria-de-seguridad-2/
Dirección General de Culto y Relaciones Institucionales,Director General de Culto y Relaciones Institucionales,,,Américo Javier Romero Camaño,Ministro de Gobierno,http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/secretaria-de-asuntos-municipales/direccion-general-de-culto-y-relaciones-institucionales/
Seguridad Náutica,Seguridad Náutica,,,,Ministro de Gobierno,http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/secretaria-de-gestion-de-riesgo-climatico-y-catastrofes/direccion-general-de-seguridad-nautica/
Secretaría de Seguridad Ciudadana,Secretario de Seguridad Ciudadana,,,,Ministro de Gobierno,http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/secretaria-de-seguridad/
Dirección General de Prevención de Accidentes de Tránsito,Director General de Prevención de Accidentes de Tránsito,,,Miguel Angel Rizzotti,Ministro de Gobierno,http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/direccion-general-de-prevencion-de-accidentes-de-transito/
Dirección General de Planificación Estratégica de Seguridad,Director General de Planificación Estratégica de Seguridad,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/07/lucasmezzano1.jpg', 'path': 'full/9fa068a247828fc21e58e69c7b525790e3ad99dd.jpg', 'checksum': '3565506b990c4ce75ffa9ac3ce526d9a'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/07/lucasmezzano1.jpg,Lucas Sebastián Mezzano,Ministro de Gobierno,http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/secretaria-de-seguridad-2/direccion-general-de-planificacion-estrategica-de-seguridad/
Secretaría de Asuntos Institucionales,Secretario de Asuntos Institucionales,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2017/12/miguel-siciliano.jpg', 'path': 'full/2aea26678d309d934b8e1146696f89adb3997af7.jpg', 'checksum': '6002ec5d383493f3b5d88a6d191c56bf'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2017/12/miguel-siciliano.jpg,Miguel Siciliano,Ministro de Gobierno,http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/secretaria-de-asuntos-institucionales/
Secretaría de Asuntos Municipales,Secretario de Asuntos Municipales e Institucionales,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2013/12/juan-carlos-scotto1.jpg', 'path': 'full/f21459b1bf42f736fa6e65943928cb0bfb1c9a76.jpg', 'checksum': 'de0e240cc3a44bd84d086794e1efaf31'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2013/12/juan-carlos-scotto1.jpg,Juan Carlos Scotto,Ministro de Gobierno,http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/secretaria-de-asuntos-municipales/
Secretaría de Gestión de Riesgo Climático y Catástrofes,Secretario de Gestión de Riesgo Climático y Catástrofes,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Claudio-Vignetta.jpg', 'path': 'full/7c98ef9f750dab99cb226a1d8673d4d77fc2ef9a.jpg', 'checksum': '4847b4a0d3ae7aedbd238633d4f89c4b'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/Claudio-Vignetta.jpg,Claudio Severino Vignetta,Ministro de Gobierno,http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/secretaria-de-gestion-de-riesgo-climatico-y-catastrofes/
Presidente del Consejo de Seguridad Deportiva Provincial,Presidente del Consejo de Seguridad Deportiva Provincial,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/rody-guerreiro.jpg', 'path': 'full/cdefbaf8f2818ddc51107c66f6f1c870f635ec17.jpg', 'checksum': '28c4f274d38e1309092d6645ae3cc52a'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/rody-guerreiro.jpg,Rody Wilson Guerreiro,Ministro de Gobierno,http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/secretaria-de-seguridad/presidente-del-consejo-de-seguridad-deportiva-provincial/
Secretaría de Integración Regional y Relaciones Internacionales,Secretario de Integración Regional y Relaciones Internacionales,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2016/02/carlos-alesandri.jpg', 'path': 'full/5857dad845b48f4328f8120f967f2a5b406c7066.jpg', 'checksum': '1b9981bd6515d8b338cab9bc95562491'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2016/02/carlos-alesandri.jpg,Carlos Tomás Alesandri,Ministro de Gobierno,http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/secretaria-de-integracion-regional-y-relaciones-internacionales/
Secretaría de Desarrollo de Políticas Comunitarias,Secretario de Desarrollo de Políticas Comunitarias,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2017/02/arias.jpg', 'path': 'full/f9046f54060655fec93a6edeb72ec754323e85bd.jpg', 'checksum': '0d59fcaa0f98a6d6895cf3ccabbcf3bc'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2017/02/arias.jpg,Oscar Arias,Ministro de Gobierno,http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/secretaria-de-desarrollo-de-politicas-comunitarias/
Subsecretaría de Tecnología de Información y Comunicaciones,Subsecretario de Tecnología de Información y Comunicaciones,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/pastorino-TIC1.jpg', 'path': 'full/6f461a2332474391fd9ea405c731cf741ef65910.jpg', 'checksum': '3784c5dccbb99e3c8e2e96e59bda3ed5'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/pastorino-TIC1.jpg,Daniel Alejandro Pastorino,Ministro de Gobierno,http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/subsecretaria-de-tecnologia-de-informacion-y-comunicaciones/
Subsecretaría de Gestión Administrativa,Subsecretario de Gestión Administrativa,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/serrano-secretario-gestion-administrativa1.jpg', 'path': 'full/6dbf3c33c617e4606565faf878aae332dec95138.jpg', 'checksum': 'db084c7a211e12dd2eb5e15fa8ea94ae'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2015/12/serrano-secretario-gestion-administrativa1.jpg,Sebastián Roberto Serrano,Ministro de Gobierno,http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/subsecretaria-de-gestion-administrativa/
Dirección General de Administración,Directora General de Administración,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Avellaneda.jpg', 'path': 'full/0a7c319baecf2dc6fb53d7a8175aec81d776267f.jpg', 'checksum': 'faa797f9e22a47b614b48c77bce3c572'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/Avellaneda.jpg,Graciela Avellaneda,Ministro de Gobierno,http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/subsecretaria-de-gestion-administrativa/dir-gral-de-administracion/
Tribunal de Conducta Policial y Penitenciario,Presidente del Tribunal de Conducta Policial y Penitenciario,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/anaBECERRA200x150.jpg', 'path': 'full/7aa11f4d52055e706f952abb0aaa550fd7802a58.jpg', 'checksum': 'e91da095bd4e51fa6530f57d3ffe537b'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/anaBECERRA200x150.jpg,Ana María Becerra,Ministro de Gobierno,http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/tribunal-de-conducta-policial/
Policía de la Provincia,Jefe de Policía,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/jefe-de-policia-velez.jpg', 'path': 'full/d451fab9c6a2ab9437db402509102d6c91b2eaf6.jpg', 'checksum': 'ec8164592864bf2fb475622aa1626cbb'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/06/jefe-de-policia-velez.jpg,Gustavo Vélez,Ministro de Gobierno,http://www.cba.gov.ar/reparticion/ministerio-de-gobierno/policia-de-la-provincia/
Procuración del Tesoro,Procurador del Tesoro,,,,Fiscal de Estado,http://www.cba.gov.ar/reparticion/fiscalia-de-estado/procuracion-del-tesoro/
Dirección  General de Asuntos Judiciales,Director General Asuntos Judiciales,,,Leticia Valeria Aguirre,Fiscal de Estado,http://www.cba.gov.ar/reparticion/fiscalia-de-estado/procuracion-del-tesoro/dir-gral-asuntos-judiciales/
Dirección General de Asuntos Judiciales del Interior,Director General de Asuntos Judiciales del Interior,,,Mariana Beatriz Miseta,Fiscal de Estado,http://www.cba.gov.ar/reparticion/fiscalia-de-estado/procuracion-del-tesoro/direccion-general-de-asuntos-judiciales-del-interio/
Dirección General de Despacho ,Director General de Despacho,,,Eduardo Octavio Figueroa,Fiscal de Estado,http://www.cba.gov.ar/reparticion/fiscalia-de-estado/subsecretaria-legal-y-tecnica/direccion-general-de-despacho/
Escribanía Sustituta de Gobierno,Escribana Sustituta de Gobierno,,,,Fiscal de Estado,http://www.cba.gov.ar/reparticion/fiscalia-de-estado/escribania-general-de-gobierno/escribania-sustituta/
Fiscalía de Estado Adjunto,Fiscal Adjunto,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2014/05/gerardo-garcia.jpg', 'path': 'full/b1da56d0d8212c94b28f7ec7416be5109df218bf.jpg', 'checksum': '0d2b322aca00fe8e025ff768565308ca'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2014/05/gerardo-garcia.jpg,Gerardo García,Fiscal de Estado,http://www.cba.gov.ar/reparticion/fiscalia-de-estado/fiscalia-de-estado-adjunto-2/
Fiscalía de Estado Adjunto,Fiscal Adjunta,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/gutierrez.jpg', 'path': 'full/450fbfc91ebc911da4235c7490cb33fd15981af9.jpg', 'checksum': 'cd292cb46dd12113c308dec73559c7ec'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/gutierrez.jpg,María Soledad Gutíerrez,Fiscal de Estado,http://www.cba.gov.ar/reparticion/fiscalia-de-estado/fiscalia-de-estado-adjunto/
Secretario Relator 1,Secretario Relator,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/horacioferrero3.jpg', 'path': 'full/535a03e1428e7b981f6da436bced20fe3bf4c9c5.jpg', 'checksum': '3ad5e398bb6a94de3520c6b98abc9cca'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/horacioferrero3.jpg,Ferrero Horacio,Fiscal de Estado,http://www.cba.gov.ar/reparticion/fiscalia-de-estado/fiscalia-de-estado-adjunto/secretario-relator/
Secretario Relator 2,Secretario Relator,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Llamas-Barud.jpg', 'path': 'full/efd4dc048ad69120733c9700a33be870ae928d2e.jpg', 'checksum': 'fe903fb57f9fbbda43247c24819b3c85'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Llamas-Barud.jpg,Diego Sebastián Llamas Barud,Fiscal de Estado,http://www.cba.gov.ar/reparticion/fiscalia-de-estado/fiscalia-de-estado-adjunto/secretario-relator-2/
Secretario Relator 3,Secretaria Relator,"[{'url': 'http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/Mar%C3%ADa-Eugenia-Heredia1.jpg', 'path': 'full/117497f3c337b58542b345148a10fb6419145c7e.jpg', 'checksum': 'f06172464c87fd7f04e7c6973e69b412'}]",http://www.cba.gov.ar/wp-content/4p96humuzp/2012/05/María-Eugenia-Heredia1.jpg,María Eugenia Heredia,Fiscal de Estado,http://www.cba.gov.ar/reparticion/fiscalia-de-estado/fiscalia-de-estado-adjunto/secretario-relator-3/
